sender_account_id,urgency_level,channel_switch_count,content_available,event_id,occurred_at,event_type,sequence,chain_id,group_key,attack_family,is_attack,fraud_contributing,value_at_risk_inr,label,source,beneficiary_id,beneficiary_age_days,device_id,customer_authorized,sender_baseline_amount_inr,amount_inr,amount_to_baseline_ratio,payment_count,payment_interval_minutes,campaign_duration_minutes,strong_authentication_passed,customer_confirmation_complete,network_id,session_age_seconds,device_is_new,network_is_new,change_risk_band,supplier_id,supplier_relationship_days,approval_step_count,session_history_depth,merchant_id,outflow_ratio,warmup_event_count,device_shared_across_accounts,network_shared_across_accounts,sender_count,beneficiary_count,mule_count,identity_id,profile_consistency_score,linked_attribute_count,document_consistency_score,liveness_confidence,verification_retry_count,device_reused_across_profiles,account_age_days,dormancy_days_before_activity
syn_acct_632496,,,,syn_amb_00013190,2026-06-14T18:02:00+00:00,PAYMENT_INITIATED,1,,syn_acct_632496,,False,False,0.0,0,ambient,syn_beneficiary_115180,1545.0,syn_device_107407,,7892.49,2425.36,0.3073,,,,,,,2981.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_497887,,,,syn_amb_00013191,2026-07-27T19:03:00+00:00,SESSION_STARTED,1,,syn_acct_497887,,False,False,0.0,0,ambient,syn_beneficiary_218864,633.0,syn_device_450687,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_663054,,,,syn_amb_00013192,2026-07-17T03:18:00+00:00,SESSION_STARTED,1,,syn_acct_663054,,False,False,0.0,0,ambient,syn_beneficiary_359755,1198.0,syn_device_912733,,,,,,,,,,,2890.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_392004,,,,syn_amb_00013193,2026-06-04T00:23:00+00:00,PAYMENT_INITIATED,1,,syn_acct_392004,,False,False,0.0,0,ambient,syn_beneficiary_451708,1009.0,syn_device_719066,,7982.78,4554.18,0.5705,,,,,,,3609.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_334053,,,,syn_amb_00013194,2026-08-02T06:41:00+00:00,FUNDS_RECEIVED,1,,syn_acct_334053,,False,False,0.0,0,ambient,syn_beneficiary_373666,574.0,syn_device_807538,,10635.79,4923.31,0.4629,,,,,,,3695.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_338968,,,,syn_amb_00013195,2026-06-01T15:47:00+00:00,BENEFICIARY_ADDED,1,,syn_acct_338968,,False,False,0.0,0,ambient,syn_beneficiary_833053,653.0,syn_device_249031,,,,,,,,,,,1730.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_865388,,,,syn_amb_00013196,2026-08-03T11:30:00+00:00,PAYMENT_INITIATED,1,,syn_acct_865388,,False,False,0.0,0,ambient,syn_beneficiary_276861,251.0,syn_device_725629,,3969.35,7948.62,2.0025,,,,,,,1879.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_476417,,,,syn_amb_00013197,2026-06-05T18:43:00+00:00,PAYMENT_INITIATED,1,,syn_acct_476417,,False,False,0.0,0,ambient,syn_beneficiary_727089,662.0,syn_device_854603,,4127.64,6957.55,1.6856,,,,,,,3419.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_500156,,,,syn_amb_00013198,2026-06-18T18:21:00+00:00,FUNDS_RECEIVED,1,,syn_acct_500156,,False,False,0.0,0,ambient,syn_beneficiary_393231,771.0,syn_device_340447,,3961.62,1202.35,0.3035,,,,,,,2963.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_573417,,,,syn_amb_00013199,2026-07-08T22:39:00+00:00,SESSION_STARTED,1,,syn_acct_573417,,False,False,0.0,0,ambient,syn_beneficiary_700684,572.0,syn_device_210667,,,,,,,,,,,2284.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_835392,,,,syn_amb_00013200,2026-07-08T06:24:00+00:00,PAYMENT_INITIATED,1,,syn_acct_835392,,False,False,0.0,0,ambient,syn_beneficiary_490226,812.0,syn_device_942155,,6207.19,6487.75,1.0452,,,,,,,2844.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_354801,,,,syn_amb_00013201,2026-08-05T22:27:00+00:00,PAYMENT_INITIATED,1,,syn_acct_354801,,False,False,0.0,0,ambient,syn_beneficiary_764651,79.0,syn_device_737820,,6726.84,11315.89,1.6822,,,,,,,1044.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_642717,,,,syn_amb_00013202,2026-07-01T03:46:00+00:00,SESSION_STARTED,1,,syn_acct_642717,,False,False,0.0,0,ambient,syn_beneficiary_535350,920.0,syn_device_944505,,,,,,,,,,,1604.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_543143,,,,syn_amb_00013203,2026-06-12T21:18:00+00:00,PAYMENT_INITIATED,1,,syn_acct_543143,,False,False,0.0,0,ambient,syn_beneficiary_342286,560.0,syn_device_302370,,3575.27,2309.27,0.6459,,,,,,,3493.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_249811,,,,syn_amb_00013204,2026-06-23T20:35:00+00:00,PAYMENT_INITIATED,1,,syn_acct_249811,,False,False,0.0,0,ambient,syn_beneficiary_597760,630.0,syn_device_194496,,1971.3,670.04,0.3399,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_665492,,,,syn_amb_00013205,2026-07-02T13:37:00+00:00,PAYMENT_INITIATED,1,,syn_acct_665492,,False,False,0.0,0,ambient,syn_beneficiary_184734,1679.0,syn_device_871568,,3106.81,5681.42,1.8287,,,,,,,820.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_589710,,,,syn_amb_00013206,2026-06-09T21:49:00+00:00,PAYMENT_REPEATED,1,,syn_acct_589710,,False,False,0.0,0,ambient,syn_beneficiary_404843,1787.0,syn_device_696924,,5381.56,4529.66,0.8417,5.0,,,,,,484.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_581741,,,,syn_amb_00013207,2026-06-14T15:03:00+00:00,SESSION_STARTED,1,,syn_acct_581741,,False,False,0.0,0,ambient,syn_beneficiary_653683,301.0,syn_device_367779,,,,,,,,,,,1334.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_269396,,,,syn_amb_00013208,2026-07-06T22:28:00+00:00,SESSION_STARTED,1,,syn_acct_269396,,False,False,0.0,0,ambient,syn_beneficiary_966078,494.0,syn_device_281759,,,,,,,,,,,3168.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_759176,,,,syn_amb_00013209,2026-07-09T01:48:00+00:00,SESSION_STARTED,1,,syn_acct_759176,,False,False,0.0,0,ambient,syn_beneficiary_249433,183.0,syn_device_485307,,,,,,,,,,,3466.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_779514,,,,syn_amb_00013210,2026-07-07T01:21:00+00:00,PAYMENT_INITIATED,1,,syn_acct_779514,,False,False,0.0,0,ambient,syn_beneficiary_800574,8.0,syn_device_730400,,4914.46,2806.65,0.5711,,,,,,,1485.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_456699,,,,syn_amb_00013211,2026-07-17T16:39:00+00:00,PAYMENT_INITIATED,1,,syn_acct_456699,,False,False,0.0,0,ambient,syn_beneficiary_395529,1059.0,syn_device_792021,,1921.44,617.17,0.3212,,,,,,,875.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_733052,,,,syn_amb_00013212,2026-06-29T04:40:00+00:00,PAYMENT_INITIATED,1,,syn_acct_733052,,False,False,0.0,0,ambient,syn_beneficiary_529753,546.0,syn_device_723779,,6088.55,11733.85,1.9272,,,,,,,912.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_671412,,,,syn_amb_00013213,2026-07-25T03:18:00+00:00,FUNDS_RECEIVED,1,,syn_acct_671412,,False,False,0.0,0,ambient,syn_beneficiary_626373,1336.0,syn_device_976878,,7438.75,6218.8,0.836,,,,,,,2849.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_482554,,,,syn_amb_00013214,2026-07-14T04:20:00+00:00,PAYMENT_INITIATED,1,,syn_acct_482554,,False,False,0.0,0,ambient,syn_beneficiary_911909,830.0,syn_device_777288,,5009.26,9584.22,1.9133,,,,,,,2087.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_944962,,,,syn_amb_00013215,2026-07-16T14:46:00+00:00,PAYMENT_REPEATED,1,,syn_acct_944962,,False,False,0.0,0,ambient,syn_beneficiary_641424,1266.0,syn_device_845249,,8219.8,9785.67,1.1905,2.0,,,,,,3452.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_712554,,,,syn_amb_00013216,2026-07-07T21:50:00+00:00,PAYMENT_INITIATED,1,,syn_acct_712554,,False,False,0.0,0,ambient,syn_beneficiary_752250,723.0,syn_device_692888,,1835.43,1176.51,0.641,,,,,,,391.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_806073,,,,syn_amb_00013217,2026-06-16T11:06:00+00:00,PAYMENT_INITIATED,1,,syn_acct_806073,,False,False,0.0,0,ambient,syn_beneficiary_735819,623.0,syn_device_893751,,5847.85,10921.44,1.8676,,,,,,,1268.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_301629,,,,syn_amb_00013218,2026-06-03T00:03:00+00:00,PAYMENT_INITIATED,1,,syn_acct_301629,,False,False,0.0,0,ambient,syn_beneficiary_959476,76.0,syn_device_310721,,2109.18,1327.52,0.6294,,,,,,,1758.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_707314,,,,syn_amb_00013219,2026-08-17T06:46:00+00:00,PAYMENT_INITIATED,1,,syn_acct_707314,,False,False,0.0,0,ambient,syn_beneficiary_207094,296.0,syn_device_929868,,3558.16,4355.19,1.224,,,,,,,2323.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_518373,,,,syn_amb_00013220,2026-08-29T08:38:00+00:00,PAYMENT_INITIATED,1,,syn_acct_518373,,False,False,0.0,0,ambient,syn_beneficiary_796782,1036.0,syn_device_402655,,5610.89,3894.52,0.6941,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_564656,,,,syn_amb_00013221,2026-06-02T18:01:00+00:00,PAYMENT_REPEATED,1,,syn_acct_564656,,False,False,0.0,0,ambient,syn_beneficiary_177748,895.0,syn_device_305865,,5939.73,8104.17,1.3644,2.0,,,,,,3307.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_892495,,,,syn_amb_00013222,2026-06-24T13:14:00+00:00,BENEFICIARY_ADDED,1,,syn_acct_892495,,False,False,0.0,0,ambient,syn_beneficiary_850258,1763.0,syn_device_922609,,,,,,,,,,,3343.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_184002,,,,syn_amb_00013223,2026-07-01T15:05:00+00:00,PAYMENT_INITIATED,1,,syn_acct_184002,,False,False,0.0,0,ambient,syn_beneficiary_375280,1418.0,syn_device_875063,,6530.27,5388.78,0.8252,,,,,,,3383.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_871476,,,,syn_amb_00013224,2026-07-21T22:53:00+00:00,SESSION_STARTED,1,,syn_acct_871476,,False,False,0.0,0,ambient,syn_beneficiary_919644,1139.0,syn_device_716088,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_518801,,,,syn_amb_00013225,2026-07-24T02:59:00+00:00,PAYMENT_INITIATED,1,,syn_acct_518801,,False,False,0.0,0,ambient,syn_beneficiary_287896,1157.0,syn_device_277752,,6566.57,11769.26,1.7923,,,,,,,1774.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_183667,,,,syn_amb_00013226,2026-08-19T00:42:00+00:00,PAYMENT_INITIATED,1,,syn_acct_183667,,False,False,0.0,0,ambient,syn_beneficiary_411538,973.0,syn_device_898638,,3925.47,5366.51,1.3671,,,,,,,3859.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_246991,,,,syn_amb_00013227,2026-06-15T05:03:00+00:00,PAYMENT_REPEATED,1,,syn_acct_246991,,False,False,0.0,0,ambient,syn_beneficiary_221330,1773.0,syn_device_592774,,886.23,1075.97,1.2141,6.0,,,,,,1780.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_246991,,,,syn_amb_00013228,2026-07-24T21:37:00+00:00,SESSION_STARTED,1,,syn_acct_246991,,False,False,0.0,0,ambient,syn_beneficiary_481279,115.0,syn_device_754739,,,,,,,,,,,1470.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_440035,,,,syn_amb_00013229,2026-06-21T05:31:00+00:00,PAYMENT_INITIATED,1,,syn_acct_440035,,False,False,0.0,0,ambient,syn_beneficiary_906961,177.0,syn_device_978152,,2472.51,2000.76,0.8092,,,,,,,2662.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_785197,,,,syn_amb_00013230,2026-07-06T18:47:00+00:00,PAYMENT_INITIATED,1,,syn_acct_785197,,False,False,0.0,0,ambient,syn_beneficiary_359089,1321.0,syn_device_933164,,6937.06,13223.42,1.9062,,,,,,,3485.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_863587,,,,syn_amb_00013231,2026-07-14T15:43:00+00:00,PAYMENT_INITIATED,1,,syn_acct_863587,,False,False,0.0,0,ambient,syn_beneficiary_101561,1278.0,syn_device_143930,,5045.92,10906.25,2.1614,,,,,,,1850.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_883300,,,,syn_amb_00013232,2026-06-22T19:15:00+00:00,PAYMENT_INITIATED,1,,syn_acct_883300,,False,False,0.0,0,ambient,syn_beneficiary_696173,445.0,syn_device_611282,,6204.42,12229.53,1.9711,,,,,,,1367.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_145561,,,,syn_amb_00013233,2026-06-01T15:58:00+00:00,BENEFICIARY_ADDED,1,,syn_acct_145561,,False,False,0.0,0,ambient,syn_beneficiary_983122,409.0,syn_device_708657,,,,,,,,,,,2752.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_584714,,,,syn_amb_00013234,2026-08-03T00:31:00+00:00,PAYMENT_REPEATED,1,,syn_acct_584714,,False,False,0.0,0,ambient,syn_beneficiary_638480,492.0,syn_device_983404,,3094.33,3990.14,1.2895,6.0,,,,,,2765.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_716886,,,,syn_amb_00013235,2026-08-18T22:00:00+00:00,SESSION_STARTED,1,,syn_acct_716886,,False,False,0.0,0,ambient,syn_beneficiary_367638,785.0,syn_device_824782,,,,,,,,,,,2565.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_430776,,,,syn_amb_00013236,2026-08-05T13:29:00+00:00,FUNDS_RECEIVED,1,,syn_acct_430776,,False,False,0.0,0,ambient,syn_beneficiary_848628,473.0,syn_device_508001,,1742.01,1768.31,1.0151,,,,,,,2419.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_391704,,,,syn_amb_00013237,2026-06-04T20:05:00+00:00,SESSION_STARTED,1,,syn_acct_391704,,False,False,0.0,0,ambient,syn_beneficiary_710838,1025.0,syn_device_223315,,,,,,,,,,,2895.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_770487,,,,syn_amb_00013238,2026-06-15T14:15:00+00:00,FUNDS_RECEIVED,1,,syn_acct_770487,,False,False,0.0,0,ambient,syn_beneficiary_905019,1063.0,syn_device_199302,,2534.54,1888.74,0.7452,,,,,,,2451.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_171849,,,,syn_amb_00013239,2026-07-29T11:52:00+00:00,SESSION_STARTED,1,,syn_acct_171849,,False,False,0.0,0,ambient,syn_beneficiary_167145,1002.0,syn_device_743519,,,,,,,,,,,2863.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_864544,,,,syn_amb_00013240,2026-07-06T17:24:00+00:00,PAYMENT_INITIATED,1,,syn_acct_864544,,False,False,0.0,0,ambient,syn_beneficiary_133709,1399.0,syn_device_573819,,10891.73,20671.41,1.8979,,,,,,,3641.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_325772,,,,syn_amb_00013241,2026-06-29T11:18:00+00:00,PAYMENT_INITIATED,1,,syn_acct_325772,,False,False,0.0,0,ambient,syn_beneficiary_404380,1585.0,syn_device_483745,,8404.82,14248.69,1.6953,,,,,,,3242.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_207473,,,,syn_amb_00013242,2026-07-04T01:24:00+00:00,PAYMENT_INITIATED,1,,syn_acct_207473,,False,False,0.0,0,ambient,syn_beneficiary_845330,1030.0,syn_device_514735,,7353.55,12388.53,1.6847,,,,,,,2725.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_120422,,,,syn_amb_00013243,2026-07-15T14:29:00+00:00,SESSION_STARTED,1,,syn_acct_120422,,False,False,0.0,0,ambient,syn_beneficiary_620389,1172.0,syn_device_831622,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_346629,,,,syn_amb_00013244,2026-08-27T22:35:00+00:00,BENEFICIARY_ADDED,1,,syn_acct_346629,,False,False,0.0,0,ambient,syn_beneficiary_760621,1146.0,syn_device_299267,,,,,,,,,,,3269.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_497382,,,,syn_amb_00013245,2026-08-01T03:58:00+00:00,SESSION_STARTED,1,,syn_acct_497382,,False,False,0.0,0,ambient,syn_beneficiary_667255,146.0,syn_device_583193,,,,,,,,,,,2399.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_900581,,,,syn_amb_00013246,2026-06-11T16:54:00+00:00,PAYMENT_INITIATED,1,,syn_acct_900581,,False,False,0.0,0,ambient,syn_beneficiary_611524,1518.0,syn_device_157710,,8393.56,5503.66,0.6557,,,,,,,1362.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_595948,,,,syn_amb_00013247,2026-07-24T16:13:00+00:00,FUNDS_RECEIVED,1,,syn_acct_595948,,False,False,0.0,0,ambient,syn_beneficiary_508892,1665.0,syn_device_211774,,8715.06,9059.3,1.0395,,,,,,,1088.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_197793,,,,syn_amb_00013248,2026-07-31T21:56:00+00:00,PAYMENT_INITIATED,1,,syn_acct_197793,,False,False,0.0,0,ambient,syn_beneficiary_693211,1798.0,syn_device_308401,,1416.61,2637.16,1.8616,,,,,,,2118.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_595948,,,,syn_amb_00013249,2026-07-18T18:15:00+00:00,PAYMENT_INITIATED,1,,syn_acct_595948,,False,False,0.0,0,ambient,syn_beneficiary_196874,1365.0,syn_device_336992,,8715.06,12482.58,1.4323,,,,,,,1043.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_328275,,,,syn_amb_00013250,2026-07-31T17:13:00+00:00,PAYMENT_INITIATED,1,,syn_acct_328275,,False,False,0.0,0,ambient,syn_beneficiary_472451,1758.0,syn_device_873451,,4615.97,2514.32,0.5447,,,,,,,3390.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_881177,,,,syn_amb_00013251,2026-06-03T16:05:00+00:00,SESSION_STARTED,1,,syn_acct_881177,,False,False,0.0,0,ambient,syn_beneficiary_466542,594.0,syn_device_882441,,,,,,,,,,,1382.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_913694,,,,syn_amb_00013252,2026-06-10T21:49:00+00:00,PAYMENT_INITIATED,1,,syn_acct_913694,,False,False,0.0,0,ambient,syn_beneficiary_399038,1481.0,syn_device_855441,,4911.55,2724.93,0.5548,,,,,,,1016.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_391369,,,,syn_amb_00013253,2026-07-08T07:06:00+00:00,SESSION_STARTED,1,,syn_acct_391369,,False,False,0.0,0,ambient,syn_beneficiary_466032,1143.0,syn_device_219971,,,,,,,,,,,3672.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_790993,,,,syn_amb_00013254,2026-08-24T00:28:00+00:00,FUNDS_RECEIVED,1,,syn_acct_790993,,False,False,0.0,0,ambient,syn_beneficiary_754013,50.0,syn_device_366798,,1231.56,2178.75,1.7691,,,,,,,841.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_769987,,,,syn_amb_00013255,2026-08-06T10:47:00+00:00,SESSION_STARTED,1,,syn_acct_769987,,False,False,0.0,0,ambient,syn_beneficiary_373859,285.0,syn_device_147197,,,,,,,,,,,2399.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_761759,,,,syn_amb_00013256,2026-07-15T08:49:00+00:00,FUNDS_RECEIVED,1,,syn_acct_761759,,False,False,0.0,0,ambient,syn_beneficiary_970896,1143.0,syn_device_966415,,6795.48,7632.0,1.1231,,,,,,,2645.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_821590,,,,syn_amb_00013257,2026-06-12T03:25:00+00:00,PAYMENT_INITIATED,1,,syn_acct_821590,,False,False,0.0,0,ambient,syn_beneficiary_119055,461.0,syn_device_124293,,8743.78,8930.9,1.0214,,,,,,,2777.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_761759,,,,syn_amb_00013258,2026-07-14T07:12:00+00:00,PAYMENT_INITIATED,1,,syn_acct_761759,,False,False,0.0,0,ambient,syn_beneficiary_235822,245.0,syn_device_693128,,6795.48,9970.33,1.4672,,,,,,,3459.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_500156,,,,syn_amb_00013259,2026-06-16T18:30:00+00:00,PAYMENT_INITIATED,1,,syn_acct_500156,,False,False,0.0,0,ambient,syn_beneficiary_210122,1083.0,syn_device_717053,,3961.62,3605.47,0.9101,,,,,,,3141.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_174870,,,,syn_amb_00013260,2026-08-23T03:02:00+00:00,PAYMENT_INITIATED,1,,syn_acct_174870,,False,False,0.0,0,ambient,syn_beneficiary_837488,1097.0,syn_device_129168,,5718.86,3254.6,0.5691,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_184002,,,,syn_amb_00013261,2026-07-07T05:43:00+00:00,SESSION_STARTED,1,,syn_acct_184002,,False,False,0.0,0,ambient,syn_beneficiary_118328,880.0,syn_device_604638,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_182627,,,,syn_amb_00013262,2026-06-29T02:26:00+00:00,PAYMENT_INITIATED,1,,syn_acct_182627,,False,False,0.0,0,ambient,syn_beneficiary_370716,681.0,syn_device_179618,,9317.77,20278.26,2.1763,,,,,,,1644.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_161733,,,,syn_amb_00013263,2026-07-30T00:51:00+00:00,SESSION_STARTED,1,,syn_acct_161733,,False,False,0.0,0,ambient,syn_beneficiary_962947,1634.0,syn_device_162788,,,,,,,,,,,1961.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_403445,,,,syn_amb_00013264,2026-07-22T18:50:00+00:00,PAYMENT_INITIATED,1,,syn_acct_403445,,False,False,0.0,0,ambient,syn_beneficiary_752800,1165.0,syn_device_766089,,4016.17,7969.29,1.9843,,,,,,,1233.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_698782,,,,syn_amb_00013265,2026-08-12T05:07:00+00:00,SESSION_STARTED,1,,syn_acct_698782,,False,False,0.0,0,ambient,syn_beneficiary_760043,1631.0,syn_device_158255,,,,,,,,,,,3769.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_627276,,,,syn_amb_00013266,2026-08-14T13:43:00+00:00,PAYMENT_INITIATED,1,,syn_acct_627276,,False,False,0.0,0,ambient,syn_beneficiary_646742,1745.0,syn_device_705597,,10519.27,13469.93,1.2805,,,,,,,743.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_287330,,,,syn_amb_00013267,2026-08-09T20:15:00+00:00,PAYMENT_INITIATED,1,,syn_acct_287330,,False,False,0.0,0,ambient,syn_beneficiary_935649,1179.0,syn_device_951590,,11542.73,23020.82,1.9944,,,,,,,965.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_627276,,,,syn_amb_00013268,2026-07-05T16:48:00+00:00,BENEFICIARY_ADDED,1,,syn_acct_627276,,False,False,0.0,0,ambient,syn_beneficiary_571690,115.0,syn_device_364129,,,,,,,,,,,2105.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_997546,,,,syn_amb_00013269,2026-08-06T17:41:00+00:00,PAYMENT_INITIATED,1,,syn_acct_997546,,False,False,0.0,0,ambient,syn_beneficiary_140626,1626.0,syn_device_132650,,8571.26,9244.1,1.0785,,,,,,,705.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_163918,,,,syn_amb_00013270,2026-08-04T01:49:00+00:00,PAYMENT_INITIATED,1,,syn_acct_163918,,False,False,0.0,0,ambient,syn_beneficiary_614616,457.0,syn_device_126089,,3351.56,3182.98,0.9497,,,,,,,1252.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_201639,,,,syn_amb_00013271,2026-08-08T00:02:00+00:00,FUNDS_RECEIVED,1,,syn_acct_201639,,False,False,0.0,0,ambient,syn_beneficiary_493206,553.0,syn_device_322389,,5939.24,3946.03,0.6644,,,,,,,511.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_377932,,,,syn_amb_00013272,2026-08-20T20:19:00+00:00,PAYMENT_INITIATED,1,,syn_acct_377932,,False,False,0.0,0,ambient,syn_beneficiary_822887,1006.0,syn_device_647216,,3984.59,4832.11,1.2127,,,,,,,1641.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_377932,,,,syn_amb_00013273,2026-07-09T03:07:00+00:00,SESSION_STARTED,1,,syn_acct_377932,,False,False,0.0,0,ambient,syn_beneficiary_862016,1570.0,syn_device_679099,,,,,,,,,,,2529.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_496922,,,,syn_amb_00013274,2026-06-05T00:41:00+00:00,PAYMENT_REPEATED,1,,syn_acct_496922,,False,False,0.0,0,ambient,syn_beneficiary_714445,1084.0,syn_device_988722,,9620.25,9433.62,0.9806,5.0,,,,,,1292.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_509386,,,,syn_amb_00013275,2026-07-15T18:46:00+00:00,FUNDS_RECEIVED,1,,syn_acct_509386,,False,False,0.0,0,ambient,syn_beneficiary_566449,527.0,syn_device_590446,,3531.79,7343.65,2.0793,,,,,,,459.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_855731,,,,syn_amb_00013276,2026-07-10T01:37:00+00:00,FUNDS_RECEIVED,1,,syn_acct_855731,,False,False,0.0,0,ambient,syn_beneficiary_305571,1662.0,syn_device_755935,,2846.24,4938.23,1.735,,,,,,,922.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_634277,,,,syn_amb_00013277,2026-06-12T04:38:00+00:00,SESSION_STARTED,1,,syn_acct_634277,,False,False,0.0,0,ambient,syn_beneficiary_742110,179.0,syn_device_137911,,,,,,,,,,,754.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_639131,,,,syn_amb_00013278,2026-06-07T00:52:00+00:00,PAYMENT_INITIATED,1,,syn_acct_639131,,False,False,0.0,0,ambient,syn_beneficiary_418407,1696.0,syn_device_310743,,8276.28,5286.06,0.6387,,,,,,,2386.0,,,,,,,,,,,,,,,,,,,,,,,,
syn_acct_322955,,,,syn_amb_00013279,2026-06-05T22:01:00+00:00,PAYMENT_REPEATED,1,,syn_acct_322955,,False,False,0.0,0,ambient,syn_beneficiary_565307,1026.0,syn_device_371176,,5711.55,3293.28,0.5766,2.0,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,
