event_id,event_ts,transaction_id,sender_account_id,beneficiary_id,payment_rail,channel,amount_inr,currency,merchant_category,transaction_status,device_id,ip_prefix,geo_region,auth_method,session_age_seconds,account_age_days,beneficiary_age_days,label_fraud,attack_family,scenario_id,legitimate_control
f480ecca-ff48-83aa-dc48-3e4d092f6014,2026-08-02T16:50:02+00:00,90bc0413-6c4a-45c0-3f9d-a0c561ec2b23,acct_000009,p2p_000066,UPI,MOBILE_APP,1003.51,INR,P2P_TRANSFER,APPROVED,dev_legit_000175,10.172.65.0/24,DL,BIOMETRIC,1757,559,478,False,,,
231852d4-66ca-f612-7ea8-432e6b1bf3d3,2026-08-02T16:51:06+00:00,38efc07b-966b-642f-f236-723510b4b173,acct_000042,p2p_000006,UPI,MOBILE_APP,246.07,INR,P2P_TRANSFER,APPROVED,dev_000042,10.1.175.0/24,KL,PIN,1965,2127,2,False,,,
7d8ecfcc-fe43-bf80-f819-b218a631e6ad,2026-08-02T16:57:57+00:00,c38cfc99-91e6-6d86-0d71-f7680cdcef3a,acct_000042,merchant_000033,CARD,WEB,52.41,INR,DINING,APPROVED,dev_000042,10.1.175.0/24,KL,OTP,1378,2127,839,False,,,
e6f49ecd-ec6b-9c69-b8c8-8d26bb75ebf2,2026-08-02T16:59:39+00:00,c78aeab6-fb67-8c8b-2e87-6376967bb36a,acct_000056,merchant_000089,UPI,POS,248.68,INR,FUEL,APPROVED,dev_000056,10.152.67.0/24,UP,PIN,526,1674,585,False,,,
4e6be8ec-c59a-6ed4-fc54-ca5a7a5f44d8,2026-08-02T17:06:00+00:00,438c0f44-4be8-a850-f64b-d7273874d26a,acct_000093,merchant_000062,CARD,MOBILE_APP,880.53,INR,FUEL,APPROVED,dev_000093,10.23.143.0/24,DL,OTP,1505,1376,201,False,,,
f623fd23-ea24-cdc8-cb4b-6bb4651715d7,2026-08-02T17:06:46+00:00,a4cdc049-b5d0-5b77-4863-698c0f0df30b,acct_000082,merchant_000052,WALLET,API,360.04,INR,ECOMMERCE,APPROVED,dev_000082,10.73.57.0/24,UP,BIOMETRIC,1164,2534,597,False,,,
df1fdc77-ce84-087a-ce0c-cdf5498bfec8,2026-08-02T17:07:41+00:00,e60ad346-89f1-4323-1bc7-9f75cae21215,acct_000090,p2p_000081,UPI,MOBILE_APP,487.6,INR,P2P_TRANSFER,APPROVED,dev_000090,10.4.32.0/24,WB,BIOMETRIC,1975,3299,489,False,,,
01f09ba2-27bc-cf50-d8b0-89f727c38d2d,2026-08-02T17:10:43+00:00,ec9a072a-10c6-5172-46bd-3d5c11d11605,acct_000026,merchant_000041,WALLET,MOBILE_APP,1553.09,INR,UTILITIES,APPROVED,dev_000026,10.98.42.0/24,RJ,PIN,981,1378,1023,False,,,
bb2004cc-1df2-75e8-c758-531ca23e8c2a,2026-08-02T17:13:02+00:00,2763f082-55c8-891c-ae6c-0daf45106112,acct_000098,merchant_000073,BANK_TRANSFER,API,1409.44,INR,ECOMMERCE,APPROVED,dev_000098,10.189.24.0/24,MH,PASSWORD,2299,2640,6,False,,,
f533fa3e-bef4-db5c-4d57-b43e81e78faa,2026-08-02T17:38:11+00:00,424f4629-73d8-b8b1-6e6b-7fe7d739e557,acct_000013,merchant_000063,CARD,WEB,219.66,INR,ECOMMERCE,APPROVED,dev_000013,10.68.155.0/24,GJ,CARD_CVV,139,553,1,False,,,
c120a4a5-668c-32ed-4d39-d38fafc1c622,2026-08-02T17:58:37+00:00,c77a64b4-1a32-2bf4-e8ed-a8d92c7b03f0,acct_000097,p2p_000088,UPI,MOBILE_APP,457.68,INR,P2P_TRANSFER,APPROVED,dev_000097,10.38.147.0/24,DL,PIN,625,560,173,False,,,
f3035111-fece-d338-e2fb-600970b2c09e,2026-08-02T18:00:28+00:00,f4436e66-30dd-e185-2f87-2f9e6737f9da,acct_000089,p2p_000034,UPI,MOBILE_APP,436.36,INR,P2P_TRANSFER,APPROVED,dev_000089,10.124.20.0/24,RJ,PIN,2201,2810,0,False,,,
bcbe7c50-8d46-abee-0082-da2689b42084,2026-08-02T18:01:47+00:00,2e87d2fb-1d81-46f8-0aaf-7987d1a6601f,acct_000037,merchant_000081,UPI,WEB,121.73,INR,UTILITIES,APPROVED,dev_000037,10.102.232.0/24,TS,BIOMETRIC,2265,2656,855,False,,,
922274ef-4092-863a-b69c-f3829f94a527,2026-08-02T18:04:56+00:00,68d63d19-b1fd-010d-adca-d8d787e8c3bf,acct_000021,mule_002004,UPI,MOBILE_APP,993.47,INR,P2P_TRANSFER,APPROVED,dev_000021,10.240.2.0.0/24,UP,PIN,110,2510,51,True,MULE-01,MULE-01-002,
5e1a2a9f-1985-ccbb-3d1d-6ecb2b968488,2026-08-02T18:07:12+00:00,ab848894-fc80-e22c-69b9-23b849fa15bc,acct_000097,p2p_000024,UPI,MOBILE_APP,1482.74,INR,P2P_TRANSFER,APPROVED,dev_000097,10.38.147.0/24,DL,BIOMETRIC,1809,560,126,False,,,
bc9500ba-4d2c-01b1-cae6-cafcedeb9a32,2026-08-02T18:08:00+00:00,23188bca-2752-37d6-95c6-54a41c179694,acct_000001,mule_002003,UPI,MOBILE_APP,3287.7,INR,P2P_TRANSFER,APPROVED,dev_shared_000203,10.102.33.0/24,TN,BIOMETRIC,628,520,161,True,MULE-01,MULE-01-002,
e837fc8b-f6f1-9bc3-dd71-fc4cfd8695fa,2026-08-02T18:13:18+00:00,ec02b40e-f0ac-f178-6eed-cc4b92dd11f9,acct_000042,popular_000001,WALLET,POS,103.63,INR,DINING,APPROVED,dev_000042,10.1.175.0/24,KL,PASSWORD,730,2127,352,False,,,POPULAR_MERCHANT
c8f5f5ea-255f-5dc9-c7b7-aad52e04e6a0,2026-08-02T18:14:34+00:00,dcd76621-99e2-7755-0b11-ddb82812a172,acct_000029,mule_002003,UPI,MOBILE_APP,5896.0,INR,P2P_TRANSFER,APPROVED,dev_000029,10.240.2.1.0/24,KL,BIOMETRIC,1087,607,4,True,MULE-01,MULE-01-002,
ce48abd6-4abf-6986-6ad1-004b472eb793,2026-08-02T18:28:25+00:00,8f96dd2d-06ca-b509-bc4d-ae69e1eb4087,acct_000017,merchant_000040,WALLET,WEB,323.66,INR,TRAVEL,APPROVED,dev_000017,10.20.175.0/24,MH,BIOMETRIC,2396,3639,1052,False,,,
2a39b506-3aa5-f7ef-d300-de0524125645,2026-08-02T18:37:29+00:00,67f80b59-7a29-f397-6d29-4ba0144a31e9,acct_000055,merchant_000056,CARD,POS,578.53,INR,DINING,APPROVED,dev_000055,10.45.73.0/24,DL,CARD_CVV,2053,2568,1,False,,,
ee992e31-b1f3-d909-e911-cb965c97f867,2026-08-02T18:39:23+00:00,6dca3b58-445b-a98e-464d-83b26b84d645,acct_000023,merchant_000004,UPI,API,277.39,INR,UTILITIES,APPROVED,dev_000023,10.96.125.0/24,KL,BIOMETRIC,975,815,396,False,,,
ef7477c7-1e98-ccdd-f108-c164b5915776,2026-08-02T18:39:50+00:00,cbc7b1c0-12be-2baf-995a-12a659a622eb,acct_000068,mule_002004,UPI,MOBILE_APP,1653.55,INR,P2P_TRANSFER,APPROVED,dev_000068,10.240.2.1.0/24,KA,PIN,146,3345,134,True,MULE-01,MULE-01-002,
ce5e579d-ab9b-1666-ba3e-6b913615ed8c,2026-08-02T18:45:27+00:00,b95d3fa5-407e-3d8f-b540-0b6ab18c5d41,acct_000016,p2p_000043,UPI,MOBILE_APP,423.29,INR,P2P_TRANSFER,APPROVED,dev_000016,10.89.150.0/24,DL,PIN,1992,2155,1168,False,,,
90877858-5f1b-5f89-9811-84934c3b3cdd,2026-08-02T18:54:41+00:00,48e2fc08-7196-e15f-095d-1f2d15e16e26,acct_000052,merchant_000035,WALLET,MOBILE_APP,2017.5,INR,DINING,APPROVED,dev_000052,10.32.230.0/24,KA,PASSWORD,1598,1786,464,False,,,
64c0cca7-6647-7cca-6021-0d0c4ba8f12f,2026-08-02T18:56:48+00:00,34092109-7578-13a5-a2b8-02a31b70f807,acct_000007,merchant_000014,WALLET,POS,269.88,INR,GROCERY,APPROVED,dev_legit_000511,10.116.59.0/24,GJ,PIN,1703,736,75,False,,,
a521042c-336b-5f56-9420-2f3046b6f0a8,2026-08-02T19:09:16+00:00,01225a56-1b16-663d-119c-019b2a03d2e3,acct_000091,mule_002002,UPI,MOBILE_APP,2785.21,INR,P2P_TRANSFER,APPROVED,dev_shared_000203,10.240.2.1.0/24,RJ,PIN,584,1634,27,True,MULE-01,MULE-01-002,
a7cd7580-5aa4-e1ac-3a90-75fe6614c502,2026-08-02T19:09:41+00:00,6784d736-64ef-95d7-703b-a8dec5b55b8b,acct_000031,mule_002000,UPI,MOBILE_APP,1145.76,INR,P2P_TRANSFER,APPROVED,dev_shared_000203,10.240.2.0.0/24,KA,PIN,791,362,154,True,MULE-01,MULE-01-002,
be5db842-2f22-485b-0ac8-a70aa4a17fbe,2026-08-02T19:32:13+00:00,602f6ef3-8c93-c505-b3a4-c8e30ebed42f,acct_000025,mule_002000,UPI,MOBILE_APP,3916.56,INR,P2P_TRANSFER,APPROVED,dev_shared_000202,10.240.2.1.0/24,TN,PIN,1035,1944,16,True,MULE-01,MULE-01-002,
3490df83-5438-3e3e-fc21-6f16238092ea,2026-08-02T19:32:28+00:00,f4636236-c49c-997d-8529-cfe4a96be2d9,acct_000086,merchant_000054,CARD,API,487.4,INR,UTILITIES,APPROVED,dev_000086,10.145.174.0/24,TN,OTP,224,1988,560,False,,,
bc407b6d-980c-61ca-ea30-20cd5ba51e80,2026-08-02T19:33:53+00:00,c72e76ad-b100-022c-0457-d9d9abd1c589,acct_000098,merchant_000001,UPI,WEB,3270.42,INR,ECOMMERCE,APPROVED,dev_000098,10.189.24.0/24,MH,BIOMETRIC,224,2640,972,False,,,
714f4f84-0630-02c5-e0bb-b0251aada2ef,2026-08-02T19:36:48+00:00,946e8de1-ffe6-42ac-cad3-2041e071586c,acct_000093,mule_002004,UPI,MOBILE_APP,1296.43,INR,P2P_TRANSFER,APPROVED,dev_000093,10.240.2.1.0/24,DL,BIOMETRIC,549,1376,175,True,MULE-01,MULE-01-002,
23e52bfd-aa33-5eaf-321b-5fd46863bbb0,2026-08-02T20:10:36+00:00,9c2f849b-e7e3-c1ba-767e-d87515fd7e94,acct_000021,merchant_000096,WALLET,WEB,1193.64,INR,DINING,APPROVED,dev_legit_000900,10.191.155.0/24,UP,PIN,816,2510,0,False,,,
10be79df-5e02-e5e0-60c5-5c7eda78ff0e,2026-08-02T20:16:14+00:00,10c686b1-3e3b-5035-d2ef-2d359c6909fd,acct_000052,merchant_000087,UPI,API,977.44,INR,DINING,APPROVED,dev_000052,10.32.230.0/24,KA,BIOMETRIC,1461,1786,718,False,,,
2b0c609c-cc20-be60-0f8a-a87feeb92200,2026-08-02T20:22:23+00:00,6f16d24c-3b8b-8c49-42d5-302a305606f1,acct_000070,mule_002004,UPI,MOBILE_APP,1270.87,INR,P2P_TRANSFER,APPROVED,dev_shared_000202,10.240.2.0.0/24,UP,PIN,460,482,9,True,MULE-01,MULE-01-002,
d97bc79c-5987-51ed-cbad-396bb03a2182,2026-08-02T20:27:14+00:00,5936c0ef-b017-3893-0043-df43485a2665,acct_000035,merchant_000070,WALLET,MOBILE_APP,354.25,INR,UTILITIES,APPROVED,dev_000035,10.165.19.0/24,UP,PASSWORD,1469,1392,973,False,,,
65179f66-ee24-b5bd-7d40-7233248a7502,2026-08-02T20:39:17+00:00,befdce86-14f8-01fd-05aa-7cbfe9a40497,acct_000043,merchant_000021,BANK_TRANSFER,POS,597.73,INR,DINING,APPROVED,dev_000043,10.200.254.0/24,KL,BIOMETRIC,482,2987,485,False,,,
213beb1b-1cb6-17a2-a948-5833fd04ac34,2026-08-02T20:42:00+00:00,40e0f7d8-2355-183b-95b8-85335b394282,acct_000097,ato_payee_001003,UPI,MOBILE_APP,4325.29,INR,P2P_TRANSFER,APPROVED,dev_ato_001023,10.250.1.23.0/24,DL,PIN,217,560,0,True,ATO-01,ATO-01-001,
4512b812-91dd-6a2e-446f-05bbf6d29368,2026-08-02T20:48:34+00:00,74877af0-e98a-81c3-9b66-5bdcb1c1a9c5,acct_000088,merchant_000050,WALLET,POS,352.13,INR,UTILITIES,APPROVED,dev_000088,10.75.67.0/24,TS,PASSWORD,2215,1476,1103,False,,,
8e6d8b91-b811-6bd1-d888-bc480c3e73d4,2026-08-02T20:48:58+00:00,f5b52088-5dec-0a96-1bb9-8a66cf918c79,acct_000008,merchant_000027,WALLET,API,226.62,INR,TRAVEL,APPROVED,dev_000008,10.118.91.0/24,WB,PASSWORD,1597,2024,747,False,,,
1fa0b288-6f8b-04db-2f32-fc9dab2c107f,2026-08-02T20:51:24+00:00,09aec0e1-ba0d-170f-e472-9e4f664e5352,acct_000022,p2p_000023,UPI,MOBILE_APP,865.06,INR,P2P_TRANSFER,APPROVED,dev_000022,10.67.11.0/24,MH,PIN,612,821,266,False,,,
363c34e0-31bf-9c5e-56e0-cbcc5523f980,2026-08-02T20:57:01+00:00,3308d930-159a-cea6-4116-1d2b3a778b66,acct_000014,p2p_000096,UPI,MOBILE_APP,612.04,INR,P2P_TRANSFER,APPROVED,dev_000014,10.158.119.0/24,MH,BIOMETRIC,1170,1000,562,False,,,
24ad64e3-f38e-275c-7de9-dfbd79749079,2026-08-02T21:02:18+00:00,8e7a23f9-577a-5661-0e51-4ec8e8fb830b,acct_000088,mule_002003,UPI,MOBILE_APP,792.63,INR,P2P_TRANSFER,APPROVED,dev_000088,10.240.2.1.0/24,TS,BIOMETRIC,351,1476,114,True,MULE-01,MULE-01-002,
c9ff1407-6755-4052-aca1-12c23a6ee4d7,2026-08-02T21:05:30+00:00,3e83f97a-43cc-8eb4-de82-1a51f6febc8b,acct_000000,p2p_000063,UPI,MOBILE_APP,672.93,INR,P2P_TRANSFER,APPROVED,dev_000000,10.12.137.0/24,UP,BIOMETRIC,949,2519,284,False,,,
7132c3ed-f29c-dd91-113a-9a38f0c30ffd,2026-08-02T21:11:17+00:00,98c59b1c-4373-6dae-f1fb-7e4594e8c103,acct_000060,mule_002003,UPI,MOBILE_APP,597.22,INR,P2P_TRANSFER,APPROVED,dev_000060,10.240.2.1.0/24,DL,PIN,562,2322,71,True,MULE-01,MULE-01-002,
1fda95ec-0e43-0017-4926-144a299873f2,2026-08-02T21:14:40+00:00,1e77da77-5449-fb5d-04d3-110ee561d817,acct_000083,mule_002001,UPI,MOBILE_APP,2265.21,INR,P2P_TRANSFER,APPROVED,dev_shared_000201,10.240.2.1.0/24,WB,BIOMETRIC,1091,482,76,True,MULE-01,MULE-01-002,
c20199ce-8cbb-b880-126f-e33b9981d64c,2026-08-02T21:16:16+00:00,e02a9f11-3175-3bfd-0321-b792f65d9778,acct_000033,mule_002001,UPI,MOBILE_APP,4412.74,INR,P2P_TRANSFER,APPROVED,dev_000033,10.82.170.0/24,KL,BIOMETRIC,1159,2312,61,True,MULE-01,MULE-01-002,
f1e8aa3f-75d8-94a1-070b-c79df2011631,2026-08-02T21:26:28+00:00,02d8d05f-53bd-0110-0545-af983c93e1c0,acct_000012,merchant_000033,BANK_TRANSFER,API,985.82,INR,ECOMMERCE,APPROVED,dev_000012,10.200.209.0/24,KL,BIOMETRIC,929,1266,6,False,,,
c1260600-d816-59bf-8aeb-6575db0b31ee,2026-08-02T21:28:34+00:00,adad583a-9f18-9f29-dd04-88ae43baff8d,acct_000079,mule_002004,UPI,MOBILE_APP,272.2,INR,P2P_TRANSFER,APPROVED,dev_000079,10.240.2.0.0/24,TN,BIOMETRIC,809,2792,72,True,MULE-01,MULE-01-002,
8d11eafd-ac00-37cd-7e08-2dbe14c18642,2026-08-02T21:39:00+00:00,855bc820-50f9-b1f7-a4a2-4ff11f7377f0,acct_000048,ato_payee_002003,UPI,MOBILE_APP,2121.47,INR,P2P_TRANSFER,APPROVED,dev_ato_002003,10.250.2.3.0/24,RJ,PIN,249,2861,35,True,ATO-01,ATO-01-002,
0d441587-76cf-24ee-c296-50d0bc7cec14,2026-08-02T21:41:22+00:00,2c796cca-881f-f4aa-4f21-fc46656e2f98,acct_000098,mule_002000,UPI,MOBILE_APP,4616.94,INR,P2P_TRANSFER,APPROVED,dev_000098,10.189.24.0/24,MH,BIOMETRIC,129,2640,77,True,MULE-01,MULE-01-002,
fb5fd5bc-9e77-f125-393c-e32b3e79cd1b,2026-08-02T21:47:23+00:00,abd7fb80-21a7-c1ad-859b-cf5a2e6c46aa,acct_000046,mule_002002,UPI,MOBILE_APP,1220.21,INR,P2P_TRANSFER,APPROVED,dev_000046,10.107.152.0/24,RJ,PIN,239,964,119,True,MULE-01,MULE-01-002,
ce8a63a6-b62a-aef3-f629-901bcedf8054,2026-08-02T22:06:01+00:00,23df09e5-12fb-a9d6-419f-f488a3ec7665,acct_000099,mule_002001,UPI,MOBILE_APP,1311.54,INR,P2P_TRANSFER,APPROVED,dev_000099,10.240.2.0.0/24,KA,BIOMETRIC,687,3574,146,True,MULE-01,MULE-01-002,
cc4e0cca-eb13-49e2-e0c5-c3218e2889b5,2026-08-02T22:07:02+00:00,8be8fa39-4198-574e-183b-72ef3f5c9bfc,acct_000040,mule_002001,UPI,MOBILE_APP,2063.53,INR,P2P_TRANSFER,APPROVED,dev_000040,10.240.2.1.0/24,DL,BIOMETRIC,555,3349,130,True,MULE-01,MULE-01-002,
de104f37-3912-fdeb-9f99-a67ac7bbc30d,2026-08-02T22:15:46+00:00,918031da-a16a-fb33-f2ed-508ef773e772,acct_000095,p2p_000058,UPI,MOBILE_APP,462.75,INR,P2P_TRANSFER,APPROVED,dev_000095,10.80.221.0/24,TS,PIN,742,3048,850,False,,,
ede929e1-1b10-649e-2415-0db36a373357,2026-08-02T22:21:38+00:00,fd5cdf9e-f548-892c-d2ce-b5b1ff7cb4c5,acct_000009,merchant_000069,CARD,API,1124.39,INR,TRAVEL,APPROVED,dev_000009,10.93.165.0/24,DL,OTP,1509,559,233,False,,,
8549b66b-b669-9374-58aa-66f46886d583,2026-08-02T22:25:56+00:00,b5b08114-128c-a73b-b9fc-608e770822a2,acct_000069,p2p_000020,UPI,MOBILE_APP,1536.29,INR,P2P_TRANSFER,APPROVED,dev_000069,10.110.27.0/24,RJ,BIOMETRIC,2104,2296,1146,False,,,
2f869788-4481-c525-cf70-2277c30905f7,2026-08-02T22:28:29+00:00,550d9468-c7ad-9cf8-99e1-9a60e33159e1,acct_000037,mule_002001,UPI,MOBILE_APP,211.69,INR,P2P_TRANSFER,APPROVED,dev_000037,10.240.2.1.0/24,TS,BIOMETRIC,693,2656,119,True,MULE-01,MULE-01-002,
7c3e3743-cba3-ff72-f27c-3bdb7254a16d,2026-08-02T22:56:04+00:00,6c2345e4-c1ec-d4dc-21af-f1df200abf35,acct_000067,mule_002000,UPI,MOBILE_APP,616.22,INR,P2P_TRANSFER,APPROVED,dev_000067,10.240.2.1.0/24,KL,PIN,221,387,31,True,MULE-01,MULE-01-002,
ee358f0d-74c0-b566-b1ca-9e269ec88491,2026-08-02T22:59:15+00:00,de6158a9-7f3b-12bb-7072-34045b4fef81,acct_000068,merchant_000069,BANK_TRANSFER,API,474.62,INR,ECOMMERCE,APPROVED,dev_000068,10.123.93.0/24,KA,BIOMETRIC,1213,3345,968,False,,,
d4f2d430-4f04-0b7e-0cc0-004d2c624fbe,2026-08-02T23:05:09+00:00,632367f7-9a2b-31f3-8803-90b59a2cfbb8,acct_000014,merchant_000005,CARD,MOBILE_APP,774.52,INR,GROCERY,APPROVED,dev_000014,10.158.119.0/24,MH,OTP,1190,1000,243,False,,,
2ebe934e-0691-a2c8-6666-daefe5bd558e,2026-08-02T23:08:26+00:00,04f3f8a2-ab03-88d7-9aeb-029d87ba3688,acct_000016,mule_002003,UPI,MOBILE_APP,1423.89,INR,P2P_TRANSFER,APPROVED,dev_shared_000202,10.240.2.0.0/24,DL,PIN,1192,2155,151,True,MULE-01,MULE-01-002,
d7488749-b014-06dc-644e-6e15a1add7ce,2026-08-02T23:17:23+00:00,5ac84c4c-948b-5f86-9033-4048eb87edd1,acct_000049,mule_002002,UPI,MOBILE_APP,738.1,INR,P2P_TRANSFER,APPROVED,dev_shared_000200,10.16.224.0/24,KL,BIOMETRIC,864,150,166,True,MULE-01,MULE-01-002,
ac90d1d2-5f7f-ae08-766e-09afe75224f9,2026-08-02T23:25:31+00:00,53c44905-59f6-648c-8b67-5a33d01f8010,acct_000025,p2p_000029,UPI,MOBILE_APP,1007.04,INR,P2P_TRANSFER,APPROVED,dev_000025,10.152.108.0/24,KA,PIN,1757,1944,1120,False,,,
1e3cb5ae-77da-24a2-4744-f7f8133d6bf3,2026-08-02T23:35:55+00:00,91aa54a5-5dd2-b4af-8c92-ffe3080bc636,acct_000069,merchant_000007,WALLET,POS,473.97,INR,GROCERY,APPROVED,dev_000069,10.110.27.0/24,RJ,PASSWORD,1758,2296,4,False,,,
2d7d7dac-fbf4-4ce7-11bb-02ea03ddad15,2026-08-02T23:45:12+00:00,3989b81f-c7c6-63e5-d516-0184542d6ad3,acct_000081,merchant_000015,WALLET,API,552.99,INR,TRAVEL,APPROVED,dev_000081,10.14.180.0/24,UP,PASSWORD,2302,241,5,False,,,
1fc4f916-2117-9add-75a6-d9a3e481e3f3,2026-08-02T23:46:50+00:00,86449188-3674-7015-1d91-e1097f1b2166,acct_000052,mule_002000,UPI,MOBILE_APP,3256.53,INR,P2P_TRANSFER,APPROVED,dev_shared_000201,10.32.230.0/24,KA,BIOMETRIC,313,1786,171,True,MULE-01,MULE-01-002,
813eebda-38dc-f1b4-c920-3ee029262c49,2026-08-02T23:47:57+00:00,d55b01d0-76bd-ee25-6556-ed72dffcc047,acct_000092,mule_002002,UPI,MOBILE_APP,1318.46,INR,P2P_TRANSFER,APPROVED,dev_shared_000201,10.36.181.0/24,WB,PIN,812,639,24,True,MULE-01,MULE-01-002,
b27188f8-e134-35dc-0d92-87495f199c75,2026-08-02T23:49:28+00:00,33d36e6d-4ca4-2192-04a6-51f7e73fc0d4,acct_000012,merchant_000005,UPI,MOBILE_APP,985.26,INR,UTILITIES,APPROVED,dev_000012,10.200.209.0/24,KL,PIN,576,1266,1094,False,,,
6f7a5cd6-2f4b-9828-92b9-22718d27d6a2,2026-08-02T23:50:04+00:00,f799da21-5c32-171d-5836-c9d8686d4384,acct_000061,mule_002002,UPI,MOBILE_APP,1528.48,INR,P2P_TRANSFER,APPROVED,dev_000061,10.240.2.1.0/24,MH,BIOMETRIC,706,512,83,True,MULE-01,MULE-01-002,
c891e38b-5271-a9c9-ab96-557730b50981,2026-08-02T23:52:36+00:00,b5833942-3a8c-d477-2261-af50dd8f35d2,acct_000047,merchant_000020,UPI,API,3251.29,INR,GROCERY,APPROVED,dev_000047,10.176.133.0/24,KL,PIN,133,576,205,False,,,
d03cd8cd-8369-2c1d-2fd4-cae48478fee4,2026-08-02T23:55:13+00:00,84c980fe-65d6-8e43-5be7-5fc9624dac03,acct_000009,merchant_000032,WALLET,MOBILE_APP,591.56,INR,ECOMMERCE,APPROVED,dev_000009,10.93.165.0/24,DL,BIOMETRIC,1122,559,1022,False,,,
a9b6b79c-b9de-5f80-a945-4b4c2eef6df4,2026-08-02T23:57:33+00:00,d18687f1-5182-d82e-a09c-1f4e96eca161,acct_000092,p2p_000002,UPI,MOBILE_APP,168.68,INR,P2P_TRANSFER,APPROVED,dev_000092,10.36.181.0/24,WB,PIN,1135,639,605,False,,,
8a975227-dbd6-38b9-b5dd-e401820c08dc,2026-08-03T00:33:45+00:00,671da151-8148-76bb-f589-7b7eb97d02ee,acct_000019,p2p_000005,UPI,MOBILE_APP,432.83,INR,P2P_TRANSFER,APPROVED,dev_000019,10.112.93.0/24,DL,BIOMETRIC,429,135,4,False,,,
483e21da-f1aa-58bd-0891-269908d9c539,2026-08-03T00:45:27+00:00,fd63ab83-1cc9-f89d-64ed-0d2b30e7b7b6,acct_000004,travel_payee_000004,CARD,MOBILE_APP,844.09,INR,ECOMMERCE,APPROVED,dev_replacement_000004,10.210.4.185.0/24,MH,CARD_CVV,1692,2647,4,False,,,TRAVEL_NEW_DEVICE
df52613e-3d3b-a664-da03-f7b38869fb9d,2026-08-03T01:13:45+00:00,ce6f55c1-27e8-1035-bb3b-29d2f5b1b33e,acct_000030,p2p_000043,UPI,MOBILE_APP,1173.5,INR,P2P_TRANSFER,APPROVED,dev_000030,10.52.65.0/24,KL,PIN,1399,2337,1096,False,,,
3a4d7354-c2bf-45c4-8be9-9a619beb3d28,2026-08-03T01:50:05+00:00,593ec3c3-e1a1-511a-e407-870e3c45c949,acct_000076,merchant_000055,BANK_TRANSFER,MOBILE_APP,295.27,INR,DINING,APPROVED,dev_000076,10.9.204.0/24,WB,PASSWORD,561,3054,655,False,,,
633ad253-20d8-27ea-30ae-777ab7c10db5,2026-08-03T02:04:20+00:00,ce8f25c4-ec68-af76-c814-33b2c8de6b9a,acct_000040,merchant_000051,BANK_TRANSFER,WEB,870.45,INR,DINING,APPROVED,dev_000040,10.122.158.0/24,DL,PASSWORD,1081,3349,0,False,,,
b95c4763-f589-0d09-5ad5-e20e7591622e,2026-08-03T02:11:18+00:00,ccbb5278-bc5d-19fb-99aa-e7bbf6e57641,acct_000058,p2p_000031,UPI,MOBILE_APP,280.88,INR,P2P_TRANSFER,APPROVED,dev_000058,10.193.14.0/24,KL,BIOMETRIC,1945,67,106,False,,,
dff7bc16-810e-a325-87f3-92ef6b243f46,2026-08-03T02:27:45+00:00,8bf5bc03-93cf-215c-93da-fa6d5a5a107f,acct_000075,merchant_000050,BANK_TRANSFER,WEB,269.13,INR,UTILITIES,APPROVED,dev_000075,10.199.171.0/24,KL,BIOMETRIC,1028,629,112,False,,,
c9d3d6dd-d4b9-5040-d8e5-8772129a8d35,2026-08-03T02:28:17+00:00,bb09e6c8-b9a3-833e-765f-11d321143d01,acct_000052,p2p_000061,UPI,MOBILE_APP,1928.46,INR,P2P_TRANSFER,APPROVED,dev_legit_000859,10.119.191.0/24,KA,BIOMETRIC,1382,1786,572,False,,,
a558f650-e50f-e2b7-9e93-2dd3adc3a856,2026-08-03T02:38:24+00:00,b3089c69-3464-71a7-cbe4-664cf670045a,acct_000062,merchant_000066,UPI,MOBILE_APP,78.73,INR,DINING,APPROVED,dev_legit_000313,10.13.15.0/24,MH,BIOMETRIC,81,3445,1151,False,,,
c466cc6d-0d6c-1dda-7a57-1956f3e5f353,2026-08-03T02:43:45+00:00,b50836fd-b806-b74d-ede5-2d9779194606,acct_000063,merchant_000084,BANK_TRANSFER,POS,368.75,INR,DINING,APPROVED,dev_000063,10.128.159.0/24,RJ,OTP,673,2271,1029,False,,,
a2e19a91-1a75-98bb-22ad-b8582891a2ff,2026-08-03T02:55:08+00:00,407a37d4-8680-2e4b-2ef1-515475e16c6b,acct_000004,p2p_000044,UPI,MOBILE_APP,525.31,INR,P2P_TRANSFER,APPROVED,dev_000004,10.199.15.0/24,RJ,PIN,2242,2647,417,False,,,
44e57355-467d-8d57-b41a-3054c8f12482,2026-08-03T03:01:00+00:00,20503158-de4d-d88c-291b-4237a8039242,acct_000052,ato_payee_002001,UPI,MOBILE_APP,2308.63,INR,P2P_TRANSFER,APPROVED,dev_ato_002021,10.250.2.21.0/24,UP,BIOMETRIC,532,1786,14,True,ATO-01,ATO-01-002,
a5bb0299-aa7a-40f7-5c8c-3ffe45ffbada,2026-08-03T03:14:48+00:00,62f0d76a-85a2-2b2f-b042-8d112d17db09,acct_000040,p2p_000037,UPI,MOBILE_APP,388.87,INR,P2P_TRANSFER,APPROVED,dev_000040,10.122.158.0/24,DL,BIOMETRIC,373,3349,0,False,,,
